time,prcp,temp,tempmax,tempmin,hurs,rsds,gradient
2019-10-30,0.0,-1.0074768,5.718231,-7.161377,72.83639,201.33975,-0.0060653146
2019-10-31,0.0,-2.1513672,5.4497375,-7.6252747,76.23038,191.26537,-0.0060653146
2019-11-01,0.0,2.0159607,9.098267,-8.107819,67.40859,187.44942,-0.0056798933
2019-11-02,0.0,4.524109,9.706543,0.7837219,73.677666,173.18387,-0.0056798933
2019-11-03,0.0,2.9169617,9.933899,-2.4848633,72.48895,170.4215,-0.0056798933
2019-11-04,0.0,-0.012908936,6.9660645,-7.8109436,76.843735,171.75584,-0.0056798933
2019-11-05,0.0,-1.5439148,4.7823486,-6.9492188,69.16882,187.05772,-0.0056798933
2019-11-06,0.0,0.25338745,6.896515,-7.1504517,62.304787,161.48535,-0.0056798933
2019-11-07,0.0,-1.7904358,3.5833435,-6.748047,75.241745,148.98306,-0.0056798933
2019-11-08,0.0,-2.343567,3.7063293,-11.151489,76.37039,166.04564,-0.0056798933
2019-11-09,0.0,-7.4665833,0.8694458,-15.849762,73.730804,196.1771,-0.0056798933
2019-11-10,0.0,-9.924103,-0.35195923,-16.615723,64.48902,197.10693,-0.0056798933
2019-11-11,0.0,-5.893158,0.7669983,-16.930511,65.36425,164.78596,-0.0056798933
2019-11-12,0.0,-2.7251587,3.8960266,-8.271973,78.85089,129.85007,-0.0056798933
2019-11-13,0.0,-2.233368,3.6879578,-8.636932,71.424545,156.95593,-0.0056798933
2019-11-14,0.0,0.9135742,5.1659546,-4.3183594,78.23351,134.4028,-0.0056798933
2019-11-15,0.0,0.70562744,3.940216,-2.752655,79.216286,129.41638,-0.0056798933
2019-11-16,0.0,-0.1713562,3.0619507,-5.570526,82.70265,111.74693,-0.0056798933
2019-11-17,0.0,-5.108734,1.2319336,-13.453949,80.43643,164.4693,-0.0056798933
2019-11-18,0.0,-12.325287,-4.9356384,-17.592987,64.79091,183.11954,-0.0056798933
2019-11-19,0.0,-12.117554,-5.393921,-16.3432,62.006035,181.23872,-0.0056798933
2019-11-20,0.0,-4.7874756,-0.24758911,-11.375549,70.28319,148.38792,-0.0056798933
2019-11-21,0.0,0.09667969,2.9697876,-5.62619,77.36426,116.748474,-0.0056798933
2019-11-22,0.0,2.2192383,3.858612,-0.91223145,83.140594,118.72247,-0.0056798933
2019-11-23,0.0,-1.6894531,3.248993,-8.090607,79.772995,158.13849,-0.0056798933
2019-11-24,0.0,-8.673828,-2.941101,-15.809784,68.94667,163.90227,-0.0056798933
2019-11-25,0.0,-12.218018,-7.0959167,-17.197922,59.732998,168.12064,-0.0056798933
2019-11-26,0.0,-9.148865,-5.2656555,-14.862244,67.173256,150.61765,-0.0056798933
2019-11-27,0.0,-3.9539185,-1.5362244,-7.0501404,74.16008,118.51069,-0.0056798933
2019-11-28,0.0,-4.790741,-0.14282227,-11.324127,77.98409,149.5263,-0.0056798933
2019-11-29,0.0,-6.6871033,-2.6985474,-10.702942,76.60369,128.73721,-0.0056798933
2019-11-30,0.0,-12.040253,-5.277527,-17.608414,71.02547,163.34935,-0.0056798933
2019-12-01,0.0,-12.096252,-5.34317,-16.70694,61.363995,166.67331,-0.0055019027
2019-12-02,0.0,-13.590637,-6.166168,-20.152405,62.54741,166.95361,-0.0055019027
2019-12-03,0.0,-15.267609,-7.4036255,-20.961334,58.711754,169.45764,-0.0055019027
2019-12-04,0.0,-14.283356,-6.8997498,-19.300323,55.94389,169.3784,-0.0055019027
2019-12-05,0.0,-14.815002,-6.654358,-20.069809,57.20514,169.08736,-0.0055019027
2019-12-06,0.0,-14.457184,-6.3470154,-19.809052,59.342068,166.59074,-0.0055019027
2019-12-07,0.0,-14.437408,-6.06958,-19.626724,57.675255,169.09067,-0.0055019027
2019-12-08,0.0,-16.005219,-7.248474,-20.021439,56.871952,168.49629,-0.0055019027
2019-12-09,0.0,-10.047607,-1.317627,-19.917023,51.309956,152.03339,-0.0055019027
2019-12-10,0.0,-6.0363464,0.39743042,-13.305817,72.014755,110.66789,-0.0055019027
2019-12-11,0.0,-3.7956848,2.253601,-9.782532,70.713524,138.53302,-0.0055019027
2019-12-12,0.0,-1.7730408,2.0338745,-7.322632,71.45391,104.84077,-0.0055019027
2019-12-13,0.0,0.10144043,4.098297,-4.4453735,71.35231,119.48884,-0.0055019027
2019-12-14,0.0,-3.072754,2.4957275,-11.724426,70.87645,136.03806,-0.0055019027
2019-12-15,0.0,-9.624359,-2.7406616,-14.855408,68.42731,142.90285,-0.0055019027
2019-12-16,0.0,-12.377563,-4.9110107,-19.91397,65.05543,163.08272,-0.0055019027
2019-12-17,0.0,-14.915405,-8.615387,-20.549072,60.29633,163.89969,-0.0055019027
2019-12-18,0.0,-8.395569,-3.1341858,-19.629745,68.44892,122.81641,-0.0055019027
2019-12-19,0.0,-0.73480225,4.0407715,-6.5083313,73.563385,125.579605,-0.0055019027
2019-12-20,21.584156,-1.3634644,1.3868103,-4.7799683,76.62962,118.265884,-0.0055019027
2019-12-21,0.0,-2.5293884,4.564575,-9.502869,75.24381,132.66972,-0.0055019027
2019-12-22,0.0,-9.771545,-2.825409,-15.44455,66.79167,152.06796,-0.0055019027
2019-12-23,0.0,-12.196289,-4.9085083,-16.534058,62.188396,158.73643,-0.0055019027
2019-12-24,0.0,-11.595978,-5.6061096,-18.752853,63.103584,150.8923,-0.0055019027
2019-12-25,0.0,-12.831238,-7.3361206,-18.504272,63.432606,156.34726,-0.0055019027
2019-12-26,0.0,-14.6996765,-8.540344,-20.266937,62.882023,165.43254,-0.0055019027
2019-12-27,0.0,-14.576599,-8.352722,-21.032806,48.389008,165.75844,-0.0055019027
2019-12-28,0.0,-15.186493,-5.972748,-21.376862,51.33938,166.0619,-0.0055019027
2019-12-29,0.0,-15.11084,-5.6092834,-22.236115,52.923603,164.34131,-0.0055019027
2019-12-30,0.0,-12.796204,-4.971527,-17.485611,54.995777,159.02785,-0.0055019027
2019-12-31,0.0,-7.9172363,-2.092743,-17.176117,66.09638,122.366295,-0.0055019027
